Relatório de Informações Cadastrais e Financeiras de Garantias;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 14/09/2020 10:30;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Externa - Interna;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Diária;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 13/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar
BB - 2014010;12476;Mato Grosso;Estados;MT;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa de Restauração, Revitalização e Pavimentação de Rodovias. Lei nº 9.827, de 22/11/2012;17944.000799/2014-91;2014001628;27/10/2014;13/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;130.000.000,00;8.132.802,32;117.935.997,76;Sim
BB - 2014012;12477;Mato Grosso;Estados;MT;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa PROCONCRETO (Pontes de Concreto) - Lei nº 9.828, de 22/11/2012;17944.000800/2014-87;2014001634;27/10/2014;13/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;470.000.000,00;41.047.287,36;415.115.528,37;Sim
BB - 2014015;12467;Ribeirão Preto;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Contrapartida do Programa de Aceleração do Crescimento II - PAC 2. Leis nº 13.061, nº 13.062, nº 13.063 e nº 13.065 e nº 13.067, de 23/08/2013;17944.000826/2014-25;2014001579;24/10/2014;13/10/2020;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 2,1%, Tranche Prevista 1: 100% TJLP + 2,1%;R$;37.404.434,30;3.989.246,99;20.917.233,97;Não
BB - 2014925;12466;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Investimentos. Leis nº 14.990, de 29/04/2013, e nº 15.213, de 19/11/2013;17944.000084/2014-38;2014000332;07/03/2014;31/03/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 4,25%, Tranche Prevista 1: 100% Libor + 4,25%;R$;1.537.318.000,00;0;3.112.092.886,98;Não
BB - 2014968;12449;Tocantins;Estados;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Modernização do Estado e de sua Infraestrutura Econômica e Social - PROESTADO. Leis nº 2.701, de 07/03/2013, e nº 2.763, de 05/09/2013;17944.000515/2014-66;2014001076;03/07/2014;30/03/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 100% CDI Juros + 20%;R$;260.000.000,00;0;234.838.709,68;Não
BB - 2014994;12481;ELETROBRÁS;Estatais Federais;0;Federal;Garantias a Estatais Federais;;Interna;BB;Bancos Federais;Receitas Próprias;Amortizando;Atendimento das necessidades de capital de giro e do plano de investimentos da ELETROBRAS. Lei nº 10.552, de 13/11/2002;17944.000938/2014-86;2014001598, 2014001299, 2014001596, 2014001597, 2014001297, 2014001594, 2014001298, 2014001595, 2015000130, 2015000131, 2015000132, 2015000133, 2014001589, 2014001588, 2014001289, 2014001300, 2014001295, 2014001592, 2015000123, 2014001296, 2014001593, 2015000124, 2014001293, 2014001590, 2015000125, 2014001294, 2014001591, 2015000126, 2014001291, 2014001292, 2014001290, 2015000127, 2015000128, 2015000129;12/08/2014;30/04/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 10: Pós-fixado, Tranche Efetiva 11: Pós-fixado, Tranche Efetiva 12: Pós-fixado, Tranche Efetiva 13: Pós-fixado, Tranche Efetiva 14: Pós-fixado, Tranche Efetiva 15: Pós-fixado, Tranche Efetiva 16: Pós-fixado, Tranche Efetiva 17: Pós-fixado, Tranche Efetiva 18: Pós-fixado, Tranche Efetiva 19: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 20: Pós-fixado, Tranche Efetiva 21: Pós-fixado, Tranche Efetiva 22: Pós-fixado, Tranche Efetiva 23: Pós-fixado, Tranche Efetiva 24: Pós-fixado, Tranche Efetiva 25: Pós-fixado, Tranche Efetiva 26: Pós-fixado, Tranche Efetiva 27: Pós-fixado, Tranche Efetiva 28: Pós-fixado, Tranche Efetiva 29: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Efetiva 30: Pós-fixado, Tranche Efetiva 31: Pós-fixado, Tranche Efetiva 32: Pós-fixado, Tranche Efetiva 33: Pós-fixado, Tranche Efetiva 34: Pós-fixado, Tranche Efetiva 4: Pós-fixado, Tranche Efetiva 5: Pós-fixado, Tranche Efetiva 6: Pós-fixado, Tranche Efetiva 7: Pós-fixado, Tranche Efetiva 8: Pós-fixado, Tranche Efetiva 9: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 119,5% CDI Juros + 0%, Tranche Efetiva 10: 119,5% CDI Juros + 0%, Tranche Efetiva 11: 119,5% CDI Juros + 0%, Tranche Efetiva 12: 119,5% CDI Juros + 0%, Tranche Efetiva 13: 119,5% CDI Juros + 0%, Tranche Efetiva 14: 119,5% CDI Juros + 0%, Tranche Efetiva 15: 119,5% CDI Juros + 0%, Tranche Efetiva 16: 119,5% CDI Juros + 0%, Tranche Efetiva 17: 119,5% CDI Juros + 0%, Tranche Efetiva 18: 119,5% CDI Juros + 0%, Tranche Efetiva 19: 119,5% CDI Juros + 0%, Tranche Efetiva 2: 119,5% CDI Juros + 0%, Tranche Efetiva 20: 119,5% CDI Juros + 0%, Tranche Efetiva 21: 119,5% CDI Juros + 0%, Tranche Efetiva 22: 119,5% CDI Juros + 0%, Tranche Efetiva 23: 119,5% CDI Juros + 0%, Tranche Efetiva 24: 119,5% CDI Juros + 0%, Tranche Efetiva 25: 119,5% CDI Juros + 0%, Tranche Efetiva 26: 119,5% CDI Juros + 0%, Tranche Efetiva 27: 119,5% CDI Juros + 0%, Tranche Efetiva 28: 119,5% CDI Juros + 0%, Tranche Efetiva 29: 119,5% CDI Juros + 0%, Tranche Efetiva 3: 119,5% CDI Juros + 0%, Tranche Efetiva 30: 119,5% CDI Juros + 0%, Tranche Efetiva 31: 119,5% CDI Juros + 0%, Tranche Efetiva 32: 119,5% CDI Juros + 0%, Tranche Efetiva 33: 119,5% CDI Juros + 0%, Tranche Efetiva 34: 119,5% CDI Juros + 0%, Tranche Efetiva 4: 119,5% CDI Juros + 0%, Tranche Efetiva 5: 119,5% CDI Juros + 0%, Tranche Efetiva 6: 119,5% CDI Juros + 0%, Tranche Efetiva 7: 119,5% CDI Juros + 0%, Tranche Efetiva 8: 119,5% CDI Juros + 0%, Tranche Efetiva 9: 119,5% CDI Juros + 0%, Tranche Prevista 1: 100% CDI Juros + 19,5%;R$;4.000.000.000,00;0;1.433.267.692,77;Não
BB - 2014995;12458;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa Minha Casa Minha Vida (PMCMV). Art 9º-S da Resolução CMN nº 2.827, de 30/03/2001.;17944.001852/2013-90;2014001090, 2018000201;04/07/2014;31/03/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 2,1%, Tranche Efetiva 2: 100% TJLP + 2,1%, Tranche Prevista 1: 100% TJLP + 2,1%;R$;68.253.400,00;0;58.088.762,43;Não
BB - 2015001;12444;Distrito Federal;Estados;DF;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas Asfalto Novo, Calçada Nova e Implantação de Ciclovias. Lei nº 5.394, de 27/08/2014;17944.001313/2014-31;2015000134;29/01/2015;31/03/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 4,75%, Tranche Prevista 1: 100% Libor + 4,75%;R$;500.000.000,00;0;772.318.451,06;Não
BB - 2016018;12451;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa de Sustentação dos Investimentos Públicos - PROSIP. Lei nº 4.264, de 27/11/2015;17944.000658/2016-30;2016001192;30/11/2016;13/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;300.000.000,00;30.000.000,00;180.000.000,00;Não
BB - 2016024;12436;Distrito Federal;Estados;DF;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Infraestrutura Urbana e Social. Lei nº 5.731, de 07/11/2016;17944.001255/2016-16;2017000009;29/12/2016;30/01/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;600.000.000,00;0;438.324.330,80;Não
BB - 2017003;12661;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Apoio às Despesas de Capital - PRODECAP. Lei nº 4.482, de 30/05/2017;17944.000618/2017-79;2018000301;28/12/2017;31/12/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;300.000.000,00;0;220.000.000,00;Não
BB - 2017013;12616;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Infra-Estrutura - PROINFRA. Lei nº 13.598, de 14/12/2016;17944.001273/2016-90;2017000423;18/08/2017;31/12/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;600.000.000,00;0;440.000.000,00;Não
BB - 2017024;12617;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Amortização da Dívida Pública Estadual no Biênio 2017 a 2018. Lei nº 16.284, de 07/07/2017;17944.000604/2017-55;2017000820;23/11/2017;31/12/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;1.150.000.000,00;0;958.333.333,35;Não
BB - 2017026;12618;Maranhão;Estados;MA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa Maranhão mais Justo e Competitivo II. Lei nº 10.546, de 23/12/2016;17944.000313/2017-67;2017000889;12/12/2017;31/12/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;55.692.000,00;0;40.840.800,00;Sim
BB - 2018031;12725;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;Programa Conecta Alagoas. Lei nº 7.903, de 21/07/2017;17944.104841/2018-75;2018001303;13/08/2018;09/12/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Efetiva 2: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;300.000.000,00;0;244.571.428,58;Não
BB - 2018036;12730;Rio Branco;Municípios;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;Financiamento de despesas de capital constantes do PPA e da LOA 2018. Lei nº 50, de 23/08/2018;17944.107629/2018-60;2018001604;24/10/2018;10/02/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;14.500.000,00;0;13.317.496,19;Não
BB - 2018038;12729;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;Projeto de Requalificação Urbana e Viária. Lei nº 2.319, de 29/05/2018;17944.106159/2018-17;2018001642;31/10/2018;10/02/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;100.000.000,00;0;89.285.714,29;Não
BB - 2018052;12761;Teresina;Municípios;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Financiamento de despesas de capital constantes do PPA e da LOA. Lei nº 5.304, de 16/11/2018;17944.110022/2018-67;2019000081;28/12/2018;31/12/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;120.000.000,00;67.815.138,13;49.285.702,91;Não
BB - 2019060;12766;Serra;Municípios;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;Financiamento de despesas de capital constantes do PPA e da LOA. Lei nº 4.880, de 08/08/2018;17944.110103/2018-67;2019000296;13/02/2019;31/12/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;130.000.000,00;0;127.107.142,88;Não
BB - 2019075;12801;Belo Horizonte;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Totalmente Desembolsado;Despesas de capital constantes do PPA e da LOA. Lei nº 11.147, de 07/01/2019;17944.101042/2019-28;2019000700;14/05/2019;08/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;180.000.000,00;0;180.344.158,25;Não
BB - 2019098;12868;Joinville;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Financiamento de despesas de capital constantes do PPA e da LOA . Lei nº 8.702, de 06/06/2019;17944.102082/2019-97;2019001527;09/08/2019;30/12/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;100.000.000,00;94.905.451,24;5.047.377,01;Não
BB - 2019114;12898;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Totalmente Desembolsado;Projeto de Requalificação Urbana e Viária. Requalifica Manaus 2. Lei nº 2.457, de 13/06/2019;17944.103187/2019-63;2019001954;01/10/2019;31/12/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;250.000.000,00;0;250.000.000,00;Não
BB - 2019132;12897;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Apoio às Despesas de Capital - PRODECAP 2019. Lei nº 4.850, de 03/06/2019;17944.102647/2019-36;2019001780;16/09/2019;13/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;400.000.000,00;40.000.000,00;360.000.000,00;Não
BB - 2020141;13078;Palmas;Municípios;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Ampliação da Infraestrutura Urbana - PROINFRA. Lei nº 415, de 17/10/2019;17944.101646/2020-16;123456789;14/08/2020;30/12/2020;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%;R$;50.000.000,00;50.000.000,00;0;Não
BB - 2020156;12966;Criciúma;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto de implantação de sistema de iluminação pública em LED. Lei Municipal nº 7491/2019.;17944.104437/2019-82;2110090;11/03/2020;13/10/2020;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%;R$;15.000.000,00;15.000.000,00;0;Não
BB - 2020158;12982;Criciúma;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto de Pavimentação de Vias Públicas. Lei nº 7.492, de 25/07/2019;17944.104435/2019-93;2020000650;11/03/2020;31/12/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;30.000.000,00;15.495.824,13;14.504.175,87;Não
BB - 2020168;12986;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Despesas de capital constantes do PPA, da LOA de 2020 e dos anos subsequentes. Programa Conecta Alagoas. Lei nº 8.183, de 29/10/2019;17944.100613/2020-41;2020000973;07/04/2020;30/06/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;300.000.000,00;120.000.000,00;180.000.000,00;Não
BB - 2020176;12991;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Totalmente Desembolsado;Projeto de Amortização da Dívida Pública Estadual no Triênio 2020 a 2022. Lei nº 17.180, de 20/03/2020;17944.101569/2020-96;2020001306;13/05/2020;31/01/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;800.000.000,00;0;800.000.000,00;Não
BB - 2020189;13007;Aracati;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Totalmente Desembolsado;Programa de Investimentos Estruturados. Lei nº 481, de 23/03/2020;17944.101697/2020-30;2020001366;22/05/2020;31/12/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;23.544.000,00;0;23.544.000,00;Não
BB - 2020193;13013;Jaraguá do Sul;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Obras de Infraestrutura Viária - Pavimentação e Recapeamento de Vias. Lei nº 8.200, de 18/12/2019;17944.100244/2020-96;2020001795;18/06/2020;30/06/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;60.000.000,00;58.000.000,00;2.000.000,00;Não
BB - 2020195;13014;São Bernardo do Campo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Investimentos nas Áreas de Mobilidade Urbana, Habitação e Saúde. Lei nº 6.882, de 27/02/2020;17944.101425/2020-30;2020001308;14/05/2020;30/12/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;378.000.000,00;316.440.583,33;61.559.416,67;Não
BB - 2020201;13021;Osasco;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Mobilidade Urbana, Saúde, Segurança e Esporte. Lei nº 5.013, de 23/10/2019;17944.104755/2019-43;2020001307;14/05/2020;30/12/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;296.000.000,00;280.427.929,19;15.572.070,81;Não
BB - 2020203;13022;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Totalmente Desembolsado;Projeto de Requalificação Urbana e Viária - Requalifica Manaus III. Lei nº 2.587, de 16/03/2020;17944.101834/2020-36;2020001397;05/06/2020;30/12/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 119% CDI Juros + 0%, Tranche Prevista 1: 119% CDI Juros + 0%;R$;300.000.000,00;0;300.000.000,00;Não
BB - 2020205;13023;Santa Rosa;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Totalmente Desembolsado;Infraestrutura Viária e Mobilidade Urbana. Leis nº 5.528, de 14/10/2019, e nº 5.544, de 12/12/2019;17944.101514/2020-86;2020001310;14/05/2020;23/09/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;7.000.000,00;0;7.000.000,00;Não
