Relatório de Informações Cadastrais e Financeiras de Garantias;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 20/05/2020 11:10;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Interna - Externa;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Diária;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 30/04/2020;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor
BB - 2014012;12477;Mato Grosso;Estados;MT;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa PROCONCRETO (Pontes de Concreto) - Lei nº 9.828, de 22/11/2012;17944.000800/2014-87;2014001634;27/10/2014;29/05/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;470.000.000,00;41.047.287,36;415.115.528,37
BB - 2014015;12467;Ribeirão Preto;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Contrapartida do Programa de Aceleração do Crescimento II - PAC 2. Leis nº 13.061, nº 13.062, nº 13.063 e nº 13.065 e nº 13.067, de 23/08/2013;17944.000826/2014-25;2014001579;24/10/2014;29/05/2020;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 2,1%, Tranche Prevista 1: 100% TJLP + 2,1%;R$;37.404.434,30;3.989.246,99;22.123.992,85
BB - 2014925;12466;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Investimentos. Leis nº 14.990, de 29/04/2013, e nº 15.213, de 19/11/2013;17944.000084/2014-38;2014000332;07/03/2014;31/03/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 4,25%, Tranche Prevista 1: 100% Libor + 4,25%;R$;1.537.318.000,00;0;3.315.101.262,85
BB - 2014968;12449;Tocantins;Estados;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Modernização do Estado e de sua Infraestrutura Econômica e Social - PROESTADO. Leis nº 2.701, de 07/03/2013, e nº 2.763, de 05/09/2013;17944.000515/2014-66;2014001076;03/07/2014;30/03/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 100% CDI Juros + 20%;R$;260.000.000,00;0;243.225.806,45
BB - 2014994;12481;ELETROBRÁS;Estatais Federais;0;Federal;Garantias a Estatais Federais;;Interna;BB;Bancos Federais;Receitas Próprias;Amortizando;Atendimento das necessidades de capital de giro e do plano de investimentos da ELETROBRAS. Lei nº 10.552, de 13/11/2002;17944.000938/2014-86;2014001598, 2014001299, 2014001596, 2014001597, 2014001297, 2014001594, 2014001298, 2014001595, 2015000130, 2015000131, 2015000132, 2015000133, 2014001589, 2014001588, 2014001289, 2014001300, 2014001295, 2014001592, 2015000123, 2014001296, 2014001593, 2015000124, 2014001293, 2014001590, 2015000125, 2014001294, 2014001591, 2015000126, 2014001291, 2014001292, 2014001290, 2015000127, 2015000128, 2015000129;12/08/2014;30/04/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 10: Pós-fixado, Tranche Efetiva 11: Pós-fixado, Tranche Efetiva 12: Pós-fixado, Tranche Efetiva 13: Pós-fixado, Tranche Efetiva 14: Pós-fixado, Tranche Efetiva 15: Pós-fixado, Tranche Efetiva 16: Pós-fixado, Tranche Efetiva 17: Pós-fixado, Tranche Efetiva 18: Pós-fixado, Tranche Efetiva 19: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 20: Pós-fixado, Tranche Efetiva 21: Pós-fixado, Tranche Efetiva 22: Pós-fixado, Tranche Efetiva 23: Pós-fixado, Tranche Efetiva 24: Pós-fixado, Tranche Efetiva 25: Pós-fixado, Tranche Efetiva 26: Pós-fixado, Tranche Efetiva 27: Pós-fixado, Tranche Efetiva 28: Pós-fixado, Tranche Efetiva 29: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Efetiva 30: Pós-fixado, Tranche Efetiva 31: Pós-fixado, Tranche Efetiva 32: Pós-fixado, Tranche Efetiva 33: Pós-fixado, Tranche Efetiva 34: Pós-fixado, Tranche Efetiva 4: Pós-fixado, Tranche Efetiva 5: Pós-fixado, Tranche Efetiva 6: Pós-fixado, Tranche Efetiva 7: Pós-fixado, Tranche Efetiva 8: Pós-fixado, Tranche Efetiva 9: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 119,5% CDI Juros + 0%, Tranche Efetiva 10: 119,5% CDI Juros + 0%, Tranche Efetiva 11: 119,5% CDI Juros + 0%, Tranche Efetiva 12: 119,5% CDI Juros + 0%, Tranche Efetiva 13: 119,5% CDI Juros + 0%, Tranche Efetiva 14: 119,5% CDI Juros + 0%, Tranche Efetiva 15: 119,5% CDI Juros + 0%, Tranche Efetiva 16: 119,5% CDI Juros + 0%, Tranche Efetiva 17: 119,5% CDI Juros + 0%, Tranche Efetiva 18: 119,5% CDI Juros + 0%, Tranche Efetiva 19: 119,5% CDI Juros + 0%, Tranche Efetiva 2: 119,5% CDI Juros + 0%, Tranche Efetiva 20: 119,5% CDI Juros + 0%, Tranche Efetiva 21: 119,5% CDI Juros + 0%, Tranche Efetiva 22: 119,5% CDI Juros + 0%, Tranche Efetiva 23: 119,5% CDI Juros + 0%, Tranche Efetiva 24: 119,5% CDI Juros + 0%, Tranche Efetiva 25: 119,5% CDI Juros + 0%, Tranche Efetiva 26: 119,5% CDI Juros + 0%, Tranche Efetiva 27: 119,5% CDI Juros + 0%, Tranche Efetiva 28: 119,5% CDI Juros + 0%, Tranche Efetiva 29: 119,5% CDI Juros + 0%, Tranche Efetiva 3: 119,5% CDI Juros + 0%, Tranche Efetiva 30: 119,5% CDI Juros + 0%, Tranche Efetiva 31: 119,5% CDI Juros + 0%, Tranche Efetiva 32: 119,5% CDI Juros + 0%, Tranche Efetiva 33: 119,5% CDI Juros + 0%, Tranche Efetiva 34: 119,5% CDI Juros + 0%, Tranche Efetiva 4: 119,5% CDI Juros + 0%, Tranche Efetiva 5: 119,5% CDI Juros + 0%, Tranche Efetiva 6: 119,5% CDI Juros + 0%, Tranche Efetiva 7: 119,5% CDI Juros + 0%, Tranche Efetiva 8: 119,5% CDI Juros + 0%, Tranche Efetiva 9: 119,5% CDI Juros + 0%, Tranche Prevista 1: 100% CDI Juros + 19,5%;R$;4.000.000.000,00;0;1.655.347.692,73
BB - 2014995;12458;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa Minha Casa Minha Vida (PMCMV). Art 9º-S da Resolução CMN nº 2.827, de 30/03/2001.;17944.001852/2013-90;2014001090, 2018000201;04/07/2014;31/03/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 2,1%, Tranche Efetiva 2: 100% TJLP + 2,1%, Tranche Prevista 1: 100% TJLP + 2,1%;R$;68.253.400,00;0;58.088.762,43
BB - 2015001;12444;Distrito Federal;Estados;DF;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas Asfalto Novo, Calçada Nova e Implantação de Ciclovias. Lei nº 5.394, de 27/08/2014;17944.001313/2014-31;2015000134;29/01/2015;31/03/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 4,75%, Tranche Prevista 1: 100% Libor + 4,75%;R$;500.000.000,00;0;767.430.225,96
BB - 2016018;12451;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa de Sustentação dos Investimentos Públicos - PROSIP. Lei nº 4.264, de 27/11/2015;17944.000658/2016-30;2016001192;30/11/2016;29/05/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;300.000.000,00;30.000.000,00;200.000.000,00
BB - 2016024;12436;Distrito Federal;Estados;DF;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Infraestrutura Urbana e Social. Lei nº 5.731, de 07/11/2016;17944.001255/2016-16;2017000009;29/12/2016;30/01/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;600.000.000,00;0;438.324.330,80
BB - 2017003;12661;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Apoio às Despesas de Capital - PRODECAP. Lei nº 4.482, de 30/05/2017;17944.000618/2017-79;2018000301;28/12/2017;31/12/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;300.000.000,00;0;240.000.000,00
BB - 2017013;12616;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Infra-Estrutura - PROINFRA. Lei nº 13.598, de 14/12/2016;17944.001273/2016-90;2017000423;18/08/2017;31/12/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;600.000.000,00;0;440.000.000,00
BB - 2017024;12617;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Amortização da Dívida Pública Estadual no Biênio 2017 a 2018. Lei nº 16.284, de 07/07/2017;17944.000604/2017-55;2017000820;23/11/2017;31/12/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;1.150.000.000,00;0;1.022.222.222,24
BB - 2017026;12618;Maranhão;Estados;MA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa Maranhão mais Justo e Competitivo II. Lei nº 10.546, de 23/12/2016;17944.000313/2017-67;2017000889;12/12/2017;31/12/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;55.692.000,00;0;44.553.600,00
BB - 2018031;12725;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;Programa Conecta Alagoas. Lei nº 7.903, de 21/07/2017;17944.104841/2018-75;2018001303;13/08/2018;09/12/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Efetiva 2: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;300.000.000,00;0;264.952.380,96
BB - 2018036;12730;Rio Branco;Municípios;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;Financiamento de despesas de capital constantes do PPA e da LOA 2018. Lei nº 50, de 23/08/2018;17944.107629/2018-60;2018001604;24/10/2018;10/02/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;14.500.000,00;0;13.636.904,77
BB - 2018038;12729;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;Projeto de Requalificação Urbana e Viária. Lei nº 2.319, de 29/05/2018;17944.106159/2018-17;2018001642;31/10/2018;10/02/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;100.000.000,00;0;94.047.619,05
BB - 2018052;12761;Teresina;Municípios;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Financiamento de despesas de capital constantes do PPA e da LOA. Lei nº 5.304, de 16/11/2018;17944.110022/2018-67;2019000081;28/12/2018;31/12/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;120.000.000,00;67.815.138,13;50.252.089,20
BB - 2019060;12766;Serra;Municípios;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Financiamento de despesas de capital constantes do PPA e da LOA. Lei nº 4.880, de 08/08/2018;17944.110103/2018-67;2019000296;13/02/2019;31/12/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;130.000.000,00;69.250.000,00;59.303.571,42
BB - 2019075;12801;Belo Horizonte;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Despesas de capital constantes do PPA e da LOA. Lei nº 11.147, de 07/01/2019;17944.101042/2019-28;2019000700;14/05/2019;30/06/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;180.000.000,00;65.873.627,64;114.126.372,36
BB - 2019098;12868;Joinville;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Financiamento de despesas de capital constantes do PPA e da LOA . Lei nº 8.702, de 06/06/2019;17944.102082/2019-97;2019001527;09/08/2019;30/12/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;100.000.000,00;94.905.451,24;5.094.548,76
BB - 2019114;12898;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Totalmente Desembolsado;Projeto de Requalificação Urbana e Viária. Requalifica Manaus 2. Lei nº 2.457, de 13/06/2019;17944.103187/2019-63;2019001954;01/10/2019;31/12/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;250.000.000,00;0;250.000.000,00
BB - 2019132;12897;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Apoio às Despesas de Capital - PRODECAP, destinado à amortização da dívida pública, capitalização de Fundo Garantidor de PPP e pagamento de contrapartida de operações de crédito.;17944.102647/2019-36;2019001780;16/09/2019;02/06/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;400.000.000,00;40.000.000,00;360.000.000,00
BB - 2020156;12966;Criciúma;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto de implantação de sistema de iluminação pública em LED. Lei Municipal nº 7491/2019.;17944.104437/2019-82;2110090;11/03/2020;30/06/2020;Taxa de juros - CDI anualizada base 252;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%;R$;15.000.000,00;15.000.000,00;0
BB - 2020158;12982;Criciúma;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto de Pavimentação de Vias Públicas. Lei nº 7.492, de 25/07/2019;17944.104435/2019-93;13131313131;11/03/2020;31/12/2020;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%;R$;30.000.000,00;30.000.000,00;0
BB - 2020168;12986;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Despesas de capital constantes do PPA, da LOA de 2020 e dos anos subsequentes. Programa Conecta Alagoas. Lei nº 8.183, de 29/10/2019;17944.100613/2020-41;123123123;07/04/2020;30/06/2021;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%;R$;300.000.000,00;300.000.000,00;0
BB Viena 01/2013;12226;Belo Horizonte;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BB Viena;Credores Privados;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Recuperação da Bacia Hidrográfica da Pampulha;17944.000216/2013-41;TA656553;20/12/2013;01/01/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 3,75%, Tranche Prevista 1: 100% Libor + 3,75%;USD;75.000.000,00;0;54.000.000,00
BB-ITAU - 2019134;12911;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Duplicação do Trecho Serra do Projeto Tamoios;17944.102767/2019-33;2019002205, 102767;31/10/2019;31/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% CDI Juros + 1,82%, Tranche Efetiva 2: 100% CDI Juros + 1,82%, Tranche Prevista 1: 100% CDI Juros + 1,82%;R$;900.000.000,00;270.000.000,00;630.000.000,00
BB-ITAU-SANTANDER - 2019144;12914;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Totalmente Desembolsado;Amortização da Dívida Pública Estadual do Triênio 2019-2021;17944.104009/2019-50;2019144, 2019002346, 104009;02/12/2019;02/05/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Efetiva 2: 120% CDI Juros + 0%, Tranche Efetiva 3: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;550.400.000,00;0;550.400.000,00
BBVA-TO/2012;12256;Tocantins;Estados;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BBVA;Credores Privados;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Projeto de Infraestrutura Rodoviária - PIER;17944.000574/2012-72;TA636481;19/11/2012;31/12/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,73%, Tranche Prevista 1: 4,73%;USD;143.198.163,00;0;25.579.994,23
BEI FI N. 0.2175;12217;TBG;Estatais Federais;0;Federal;Garantias a Estatais Federais;;Externa;BEI;Organismos Multilaterais;Recursos creditados mensalmente à conta de Serviço da Dívida MLAs;Concluído;Projeto Brasil-Bolívia Gasoduto;10951.000061/1998-12;;23/11/1998;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,15%, Tranche Prevista 1: 100% Libor + 0,15%;USD;60.000.000,00;0;0
BEI FI N. 83193;12216;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BEI;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Totalmente Desembolsado;Aquisição de Trens para a Companhia Paulista de Trens Metropolitanos;17944.000379/2014-12;TA699893;20/10/2014;20/10/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% EURIBOR6m + 0,041%, Tranche Efetiva 2: 100% EURIBOR6m + 0,041%, Tranche Prevista 1: 100% EURIBOR6m + 0,041%;EUR;200.000.000,00;0;200.000.000,00
BID 695/OC-BR;11827;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;A definir.;00101.680056/0692-00;;09/12/1992;31/08/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;159.300.000,00;0;0
BID 869/SF-BR;11828;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;A definir.;00101.680073/7691-33;;27/01/1993;31/08/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCL 1 + 0%, Tranche Prevista 1: 100% BID SCL 1 + 0%;USD;30.000.000,00;0;0
BID1019/OC-BR;11893;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;A definir;00109.510004/5497-46;;19/12/1997;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% CPS BID + 0%, Tranche Prevista 1: 100% CPS BID + 0%;USD;115.000.000,00;0;0
BID1037/OC-BR;12028;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa Baixada Viva - Urbanização Integrada de Bairros da Baixada Fluminense;00109.510006/5497-35;S9723852;28/07/1999;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 100% BID SCL 1 + 0%, Tranche Prevista 1: 4,84%;USD;180.000.000,00;0;40.965.398,86
