Relatório de Informações Cadastrais e Financeiras de Garantias
Data de Emissão: 13/01/2022 08:16
Tipo de Dívida: Interna - Externa
Selecionar mutuário(s) por: Não Informado
Credor(es): Não Informado
Selecionar operação de crédito por: Não Informado
Posição: Diária
Tipo de Cálculo: Apropriação
Data de Referência: 31/12/2021

Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar;Honra no Vencimento
BB - 2014010;12476;Mato Grosso;Estados;MT;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;A;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Restauração, Revitalização e Pavimentação de Rodovias. Lei nº 9.827, de 22/11/2012";17944.000799/2014-91;2014001628, 2020003385;27/10/2014;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;130.000.000,00;8.132.802,32;106.165.337,14;Sim;Não
BB - 2014012;12477;Mato Grosso;Estados;MT;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;A;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa PROCONCRETO (Pontes de Concreto) - Lei nº 9.828, de 22/11/2012";17944.000800/2014-87;2014001634, 2020003384;27/10/2014;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;470.000.000,00;41.047.287,36;377.580.939,05;Sim;Não
BB - 2014015;12467;Ribeirão Preto;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Contrapartida do Programa de Aceleração do Crescimento II - PAC 2. Leis nº 13.061, nº 13.062, nº 13.063 e nº 13.065 e nº 13.067, de 23/08/2013";17944.000826/2014-25;2020003614, 2014001579;24/10/2014;12/02/2022;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 2,1%, Tranche Prevista 1: 100% TJLP + 2,1%;R$;37.404.434,30;3.989.246,99;16.003.418,38;Não;Não
BB - 2014925;12466;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Investimentos. Leis nº 14.990, de 29/04/2013, e nº 15.213, de 19/11/2013";17944.000084/2014-38;2020003698, 2014000332;07/03/2014;31/03/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 4,25%, Tranche Prevista 1: 100% Libor + 4,25%;R$;1.537.318.000,00;0,00;3.240.186.832,46;Não;Não
BB - 2014968;12449;Tocantins;Estados;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Modernização do Estado e de sua Infraestrutura Econômica e Social - PROESTADO. Leis nº 2.701, de 07/03/2013, e nº 2.763, de 05/09/2013";17944.000515/2014-66;2014001076;03/07/2014;30/03/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 100% CDI Juros + 20%;R$;260.000.000,00;0,00;218.064.516,14;Não;Não
BB - 2014994;12481;ELETROBRÁS;Estatais Federais;00;Federal;Garantias a Estatais Federais;;Interna;BB;Bancos Federais;Receitas Próprias;Amortizando;"Atendimento das necessidades de capital de giro e do plano de investimentos da ELETROBRAS. Lei nº 10.552, de 13/11/2002";17944.000938/2014-86;2014001598, 2014001299, 2014001596, 2014001597, 2014001297, 2014001594, 2014001298, 2014001595, 2015000130, 2015000131, 2015000132, 2015000133, 2014001589, 2014001588, 2014001289, 2014001300, 2014001295, 2014001592, 2015000123, 2014001296, 2014001593, 2015000124, 2014001293, 2014001590, 2015000125, 2014001294, 2014001591, 2015000126, 2014001291, 2014001292, 2014001290, 2015000127, 2015000128, 2015000129;12/08/2014;30/04/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 10: Pós-fixado, Tranche Efetiva 11: Pós-fixado, Tranche Efetiva 12: Pós-fixado, Tranche Efetiva 13: Pós-fixado, Tranche Efetiva 14: Pós-fixado, Tranche Efetiva 15: Pós-fixado, Tranche Efetiva 16: Pós-fixado, Tranche Efetiva 17: Pós-fixado, Tranche Efetiva 18: Pós-fixado, Tranche Efetiva 19: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 20: Pós-fixado, Tranche Efetiva 21: Pós-fixado, Tranche Efetiva 22: Pós-fixado, Tranche Efetiva 23: Pós-fixado, Tranche Efetiva 24: Pós-fixado, Tranche Efetiva 25: Pós-fixado, Tranche Efetiva 26: Pós-fixado, Tranche Efetiva 27: Pós-fixado, Tranche Efetiva 28: Pós-fixado, Tranche Efetiva 29: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Efetiva 30: Pós-fixado, Tranche Efetiva 31: Pós-fixado, Tranche Efetiva 32: Pós-fixado, Tranche Efetiva 33: Pós-fixado, Tranche Efetiva 34: Pós-fixado, Tranche Efetiva 4: Pós-fixado, Tranche Efetiva 5: Pós-fixado, Tranche Efetiva 6: Pós-fixado, Tranche Efetiva 7: Pós-fixado, Tranche Efetiva 8: Pós-fixado, Tranche Efetiva 9: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 119,5% CDI Juros + 0%, Tranche Efetiva 10: 119,5% CDI Juros + 0%, Tranche Efetiva 11: 119,5% CDI Juros + 0%, Tranche Efetiva 12: 119,5% CDI Juros + 0%, Tranche Efetiva 13: 119,5% CDI Juros + 0%, Tranche Efetiva 14: 119,5% CDI Juros + 0%, Tranche Efetiva 15: 119,5% CDI Juros + 0%, Tranche Efetiva 16: 119,5% CDI Juros + 0%, Tranche Efetiva 17: 119,5% CDI Juros + 0%, Tranche Efetiva 18: 119,5% CDI Juros + 0%, Tranche Efetiva 19: 119,5% CDI Juros + 0%, Tranche Efetiva 2: 119,5% CDI Juros + 0%, Tranche Efetiva 20: 119,5% CDI Juros + 0%, Tranche Efetiva 21: 119,5% CDI Juros + 0%, Tranche Efetiva 22: 119,5% CDI Juros + 0%, Tranche Efetiva 23: 119,5% CDI Juros + 0%, Tranche Efetiva 24: 119,5% CDI Juros + 0%, Tranche Efetiva 25: 119,5% CDI Juros + 0%, Tranche Efetiva 26: 119,5% CDI Juros + 0%, Tranche Efetiva 27: 119,5% CDI Juros + 0%, Tranche Efetiva 28: 119,5% CDI Juros + 0%, Tranche Efetiva 29: 119,5% CDI Juros + 0%, Tranche Efetiva 3: 119,5% CDI Juros + 0%, Tranche Efetiva 30: 119,5% CDI Juros + 0%, Tranche Efetiva 31: 119,5% CDI Juros + 0%, Tranche Efetiva 32: 119,5% CDI Juros + 0%, Tranche Efetiva 33: 119,5% CDI Juros + 0%, Tranche Efetiva 34: 119,5% CDI Juros + 0%, Tranche Efetiva 4: 119,5% CDI Juros + 0%, Tranche Efetiva 5: 119,5% CDI Juros + 0%, Tranche Efetiva 6: 119,5% CDI Juros + 0%, Tranche Efetiva 7: 119,5% CDI Juros + 0%, Tranche Efetiva 8: 119,5% CDI Juros + 0%, Tranche Efetiva 9: 119,5% CDI Juros + 0%, Tranche Prevista 1: 100% CDI Juros + 19,5%;R$;4.000.000.000,00;0,00;544.947.692,93;Não;Não
BB - 2014995;12458;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Minha Casa Minha Vida (PMCMV). Art 9º-S da Resolução CMN nº 2.827, de 30/03/2001.";17944.001852/2013-90;2020003711, 2014001090, 2018000201;04/07/2014;31/03/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 2,1%, Tranche Efetiva 2: 100% TJLP + 2,1%, Tranche Prevista 1: 100% TJLP + 2,1%;R$;68.253.400,00;0,00;59.095.548,73;Não;Não
BB - 2015001;12444;Distrito Federal;Estados;DF;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programas Asfalto Novo, Calçada Nova e Implantação de Ciclovias. Lei nº 5.394, de 27/08/2014";17944.001313/2014-31;2015000134, 2020003681;29/01/2015;31/03/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 4,75%, Tranche Prevista 1: 100% Libor + 4,75%;R$;500.000.000,00;0,00;758.981.324,74;Não;Não
BB - 2016018;12451;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Sustentação dos Investimentos Públicos - PROSIP. Lei nº 4.264, de 27/11/2015";17944.000658/2016-30;2020003627, 2016001192;30/11/2016;02/03/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;300.000.000,00;0,00;178.329.987,26;Não;Não
BB - 2016024;12436;Distrito Federal;Estados;DF;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Infraestrutura Urbana e Social. Lei nº 5.731, de 07/11/2016";17944.001255/2016-16;2020003674, 2017000009;29/12/2016;30/01/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;600.000.000,00;0,00;341.594.923,72;Não;Não
BB - 2017003;12661;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Apoio às Despesas de Capital - PRODECAP. Lei nº 4.482, de 30/05/2017";17944.000618/2017-79;2020003628, 2018000301;28/12/2017;31/12/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;300.000.000,00;0,00;198.842.658,56;Não;Não
BB - 2017013;12616;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Infra-Estrutura - PROINFRA. Lei nº 13.598, de 14/12/2016";17944.001273/2016-90;2020003668, 2017000423;18/08/2017;31/12/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;600.000.000,00;0,00;359.640.770,57;Não;Não
BB - 2017024;12617;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Amortização da Dívida Pública Estadual no Biênio 2017 a 2018. Lei nº 16.284, de 07/07/2017";17944.000604/2017-55;2020003701, 2017000820;23/11/2017;31/12/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;1.150.000.000,00;0,00;821.428.571,46;Não;Não
BB - 2017026;12618;Maranhão;Estados;MA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Maranhão mais Justo e Competitivo II. Lei nº 10.546, de 23/12/2016";17944.000313/2017-67;2020003713, 2017000889;12/12/2017;31/12/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;55.692.000,00;0,00;37.082.653,36;Sim;Não
BB - 2018031;12725;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Programa Conecta Alagoas. Lei nº 7.903, de 21/07/2017";17944.104841/2018-75;2018001303;13/08/2018;09/12/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Efetiva 2: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;300.000.000,00;0,00;203.809.523,82;Não;Não
BB - 2018036;12730;Rio Branco;Municípios;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Financiamento de despesas de capital constantes do PPA e da LOA 2018. Lei nº 50, de 23/08/2018";17944.107629/2018-60;2018001604, 2020003709;24/10/2018;10/02/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;14.500.000,00;0,00;11.176.550,49;Não;Não
BB - 2018038;12729;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Projeto de Requalificação Urbana e Viária. Lei nº 2.319, de 29/05/2018";17944.106159/2018-17;2018001642;31/10/2018;10/02/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;100.000.000,00;0,00;70.238.095,25;Não;Não
BB - 2018052;12761;Teresina;Municípios;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Financiamento de despesas de capital constantes do PPA e da LOA. Lei nº 5.304, de 16/11/2018";17944.110022/2018-67;2020003618, 2019000081;28/12/2018;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;120.000.000,00;54.600.000,00;56.688.670,20;Não;Não
BB - 2019060;12766;Serra;Municípios;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Financiamento de despesas de capital constantes do PPA e da LOA. Lei nº 4.880, de 08/08/2018";17944.110103/2018-67;2019000296, 2020003378;13/02/2019;31/12/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;130.000.000,00;0,00;107.634.864,76;Não;Não
BB - 2019075;12801;Belo Horizonte;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Despesas de capital constantes do PPA e da LOA. Lei nº 11.147, de 07/01/2019";17944.101042/2019-28;2019000700, 2020003379;14/05/2019;08/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;180.000.000,00;0,00;154.294.566,22;Não;Não
BB - 2019098;12868;Joinville;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Financiamento de despesas de capital constantes do PPA e da LOA . Lei nº 8.702, de 06/06/2019";17944.102082/2019-97;2019001527;09/08/2019;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;100.000.000,00;60.764.393,54;34.688.553,54;Não;Não
BB - 2019114;12898;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Projeto de Requalificação Urbana e Viária. Requalifica Manaus 2. Lei nº 2.457, de 13/06/2019";17944.103187/2019-63;2019001954;01/10/2019;31/12/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;250.000.000,00;0,00;217.592.592,61;Não;Não
BB - 2019132;12897;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Programa de Apoio às Despesas de Capital - PRODECAP 2019. Lei nº 4.850, de 03/06/2019";17944.102647/2019-36;2019001780, 2020003696;16/09/2019;20/01/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;400.000.000,00;0,00;343.157.894,74;Não;Não
BB - 20200158;13116;Ouro Preto;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Pavimentação e Drenagem Pluvial. Lei nº 1.170, de 22/06/2020";17944.103507/2020-19;2020003122;02/09/2020;08/02/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 122% CDI Juros + 0%, Tranche Prevista 1: 122% CDI Juros + 0%;R$;45.000.000,00;0,00;43.749.999,99;Não;Não
BB - 2020054;13123;Cascavel;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Programa de Construção e Reforma de Unidades Escolares, Móveis, Equipamentos e Veículos. Lei nº 7.083, de 18/12/2019";17944.102003/2020-81;2020002082;27/07/2020;08/02/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;28.000.000,00;0,00;26.703.703,70;Não;Não
BB - 2020074;13105;Paranaguá;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa BB Financiamento Setor Público. Obras Diversas conforme a Lei nº 3.879, de 20/02/2020, e alterações";17944.101794/2020-22;2020002093;27/07/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;80.000.000,00;50.000.000,00;28.735.894,77;Não;Não
BB - 2020141;13078;Palmas;Municípios;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Programa de Ampliação da Infraestrutura Urbana - PROINFRA. Lei nº 415, de 17/10/2019";17944.101646/2020-16;2020002632;14/08/2020;02/12/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;50.000.000,00;0,00;48.306.198,38;Não;Não
BB - 2020156;12966;Criciúma;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Projeto de implantação de sistema de iluminação pública em LED. Lei Municipal nº 7491/2019.";17944.104437/2019-82;2110090;11/03/2020;12/02/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%;R$;15.000.000,00;15.000.000,00;0,00;Não;Não
BB - 2020158;12982;Criciúma;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Projeto de Pavimentação de Vias Públicas. Lei nº 7.492, de 25/07/2019";17944.104435/2019-93;2020000650;11/03/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;30.000.000,00;378.490,08;27.719.719,34;Não;Não
BB - 2020168;12986;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Despesas de capital constantes do PPA, da LOA de 2020 e dos anos subsequentes. Programa Conecta Alagoas. Lei nº 8.183, de 29/10/2019";17944.100613/2020-41;2020000973;07/04/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;300.000.000,00;90.000.000,00;188.192.982,45;Não;Não
BB - 2020176;12991;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Projeto de Amortização da Dívida Pública Estadual no Triênio 2020 a 2022. Lei nº 17.180, de 20/03/2020";17944.101569/2020-96;2020001306, 2020003700;13/05/2020;31/01/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;800.000.000,00;0,00;724.253.146,69;Não;Não
BB - 2020181;13162;Suzano;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Implantação de Infraestrutura Viária. Lei nº 339, de 04/12/2019";17944.101442/2020-77;2020002081;27/07/2020;10/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%;R$;30.000.000,00;0,00;28.641.963,64;Não;Não
