Relatório de Informações Cadastrais e Financeiras de Garantias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 11/05/2022 09:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Interna - Externa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Diária;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 30/04/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Modalidade de Contratação;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Encargos;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar;Honra no Vencimento;Contrato RRF
BB - 2014003;12442;Distrito Federal;Estados;DF;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Contrapartidas das Obras do Programa de Aceleração do Crescimento (PAC), do Programa Minha Casa Minha Vida (PMCMV) e dos projetos de mobilidade urbana diretamente associados à Copa de 2014. Lei nº 5.001, de 20/12/2012;17944.000855/2014-97;2014001493, 2020003695;29/08/2014;31/01/2020;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 2,1%, Tranche Efetiva 1: 100% TJLP + 2,1%;;R$;67.786.728,82;0;13.807.246,01;Não;Não;Não
BB - 2014007;12459;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Desembolsando e Amortizando;Contrapartida das Obras do Programa de Aceleração do Crescimento (PAC), do Programa Minha Casa Minha Vida (PMCMV) e dos projetos de mobilidade urbana diretamente associados à Copa de 2014. Lei nº 10.096, de 27/09/2013;17944.000702/2014-40;2020003613, 2014001540;15/10/2014;10/06/2022;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 2,1%, Tranche Efetiva 1: 100% TJLP + 2,1%;;R$;57.312.000,00;2.462.781,62;20.340.235,42;Não;Não;Não
BB - 2014008;12460;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Concluído;Contrapartida das Obras do Programa de Aceleração do Crescimento (PAC), do Programa Minha Casa Minha Vida (PMCMV) e dos projetos de mobilidade urbana diretamente associados à Copa de 2014. Lei nº 10.096, de 27/09/2013;17944.001267/2014-71;2014001541;15/10/2014;20/03/2022;TJLP;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 2,1%;;R$;52.360.000,00;0;0;Não;Não;Não
BB - 2014010;12476;Mato Grosso;Estados;MT;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;A;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando e Amortizando;Programa de Restauração, Revitalização e Pavimentação de Rodovias. Lei nº 9.827, de 22/11/2012;17944.000799/2014-91;2014001628, 2020003385;27/10/2014;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%, Tranche Efetiva 1: 120% CDI Juros + 0%;;R$;130.000.000,00;8.132.802,32;103.146.412,89;Não;Não;Não
BB - 2014012;12477;Mato Grosso;Estados;MT;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;A;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando e Amortizando;Programa PROCONCRETO (Pontes de Concreto) - Lei nº 9.828, de 22/11/2012;17944.000800/2014-87;2014001634, 2020003384;27/10/2014;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%, Tranche Efetiva 1: 120% CDI Juros + 0%;;R$;470.000.000,00;41.047.287,36;363.058.595,24;Não;Não;Não
BB - 2014015;12467;Ribeirão Preto;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Desembolsando e Amortizando;Contrapartida do Programa de Aceleração do Crescimento II - PAC 2. Leis nº 13.061, nº 13.062, nº 13.063 e nº 13.065 e nº 13.067, de 23/08/2013;17944.000826/2014-25;2020003614, 2014001579;24/10/2014;10/06/2022;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% TJLP + 2,1%, Tranche Efetiva 1: 100% TJLP + 2,1%;;R$;37.404.434,30;3.989.246,99;14.184.840,20;Não;Não;Não
BB - 2014925;12466;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Investimentos. Leis nº 14.990, de 29/04/2013, e nº 15.213, de 19/11/2013;17944.000084/2014-38;2020003698, 2014000332;07/03/2014;31/03/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 4,25%, Tranche Efetiva 1: 100% Libor + 4,25%;;R$;1.537.318.000,00;0;2.741.913.972,91;Não;Não;Não
BB - 2014968;12449;Tocantins;Estados;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Modernização do Estado e de sua Infraestrutura Econômica e Social - PROESTADO. Leis nº 2.701, de 07/03/2013, e nº 2.763, de 05/09/2013;17944.000515/2014-66;2014001076;03/07/2014;30/03/2018;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% CDI Juros + 20%, Tranche Efetiva 1: 120% CDI Juros + 0%;;R$;260.000.000,00;0;209.677.419,37;Não;Não;Não
BB - 2014994;12481;ELETROBRÁS;Estatais Federais;0;Federal;Garantias a Estatais Federais;;Interna;BB;Bancos Federais;Receitas Próprias;Garantia Interna;Amortizando;Atendimento das necessidades de capital de giro e do plano de investimentos da ELETROBRAS. Lei nº 10.552, de 13/11/2002;17944.000938/2014-86;2014001598, 2014001299, 2014001596, 2014001597, 2014001297, 2014001594, 2014001298, 2014001595, 2015000130, 2015000131, 2015000132, 2015000133, 2014001589, 2014001588, 2014001289, 2014001300, 2014001295, 2014001592, 2015000123, 2014001296, 2014001593, 2015000124, 2014001293, 2014001590, 2015000125, 2014001294, 2014001591, 2015000126, 2014001291, 2014001292, 2014001290, 2015000127, 2015000128, 2015000129;12/08/2014;30/04/2018;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Efetiva 4: Pós-fixado, Tranche Efetiva 5: Pós-fixado, Tranche Efetiva 6: Pós-fixado, Tranche Efetiva 7: Pós-fixado, Tranche Efetiva 8: Pós-fixado, Tranche Efetiva 9: Pós-fixado, Tranche Efetiva 10: Pós-fixado, Tranche Efetiva 11: Pós-fixado, Tranche Efetiva 12: Pós-fixado, Tranche Efetiva 13: Pós-fixado, Tranche Efetiva 14: Pós-fixado, Tranche Efetiva 15: Pós-fixado, Tranche Efetiva 16: Pós-fixado, Tranche Efetiva 17: Pós-fixado, Tranche Efetiva 18: Pós-fixado, Tranche Efetiva 19: Pós-fixado, Tranche Efetiva 20: Pós-fixado, Tranche Efetiva 21: Pós-fixado, Tranche Efetiva 22: Pós-fixado, Tranche Efetiva 23: Pós-fixado, Tranche Efetiva 24: Pós-fixado, Tranche Efetiva 25: Pós-fixado, Tranche Efetiva 26: Pós-fixado, Tranche Efetiva 27: Pós-fixado, Tranche Efetiva 28: Pós-fixado, Tranche Efetiva 29: Pós-fixado, Tranche Efetiva 30: Pós-fixado, Tranche Efetiva 31: Pós-fixado, Tranche Efetiva 32: Pós-fixado, Tranche Efetiva 33: Pós-fixado, Tranche Efetiva 34: Pós-fixado;Tranche Prevista 1: 100% CDI Juros + 19,5%, Tranche Efetiva 1: 119,5% CDI Juros + 0%, Tranche Efetiva 2: 119,5% CDI Juros + 0%, Tranche Efetiva 3: 119,5% CDI Juros + 0%, Tranche Efetiva 4: 119,5% CDI Juros + 0%, Tranche Efetiva 5: 119,5% CDI Juros + 0%, Tranche Efetiva 6: 119,5% CDI Juros + 0%, Tranche Efetiva 7: 119,5% CDI Juros + 0%, Tranche Efetiva 8: 119,5% CDI Juros + 0%, Tranche Efetiva 9: 119,5% CDI Juros + 0%, Tranche Efetiva 10: 119,5% CDI Juros + 0%, Tranche Efetiva 11: 119,5% CDI Juros + 0%, Tranche Efetiva 12: 119,5% CDI Juros + 0%, Tranche Efetiva 13: 119,5% CDI Juros + 0%, Tranche Efetiva 14: 119,5% CDI Juros + 0%, Tranche Efetiva 15: 119,5% CDI Juros + 0%, Tranche Efetiva 16: 119,5% CDI Juros + 0%, Tranche Efetiva 17: 119,5% CDI Juros + 0%, Tranche Efetiva 18: 119,5% CDI Juros + 0%, Tranche Efetiva 19: 119,5% CDI Juros + 0%, Tranche Efetiva 20: 119,5% CDI Juros + 0%, Tranche Efetiva 21: 119,5% CDI Juros + 0%, Tranche Efetiva 22: 119,5% CDI Juros + 0%, Tranche Efetiva 23: 119,5% CDI Juros + 0%, Tranche Efetiva 24: 119,5% CDI Juros + 0%, Tranche Efetiva 25: 119,5% CDI Juros + 0%, Tranche Efetiva 26: 119,5% CDI Juros + 0%, Tranche Efetiva 27: 119,5% CDI Juros + 0%, Tranche Efetiva 28: 119,5% CDI Juros + 0%, Tranche Efetiva 29: 119,5% CDI Juros + 0%, Tranche Efetiva 30: 119,5% CDI Juros + 0%, Tranche Efetiva 31: 119,5% CDI Juros + 0%, Tranche Efetiva 32: 119,5% CDI Juros + 0%, Tranche Efetiva 33: 119,5% CDI Juros + 0%, Tranche Efetiva 34: 119,5% CDI Juros + 0%;;R$;4.000.000.000,00;0;322.867.692,97;Não;Não;Não
BB - 2014995;12458;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna TJLP;Amortizando;Programa Minha Casa Minha Vida (PMCMV). Art 9º-S da Resolução CMN nº 2.827, de 30/03/2001.;17944.001852/2013-90;2020003711, 2014001090, 2018000201;04/07/2014;31/03/2018;TJLP;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% TJLP + 2,1%, Tranche Efetiva 2: 100% TJLP + 2,1%;;R$;68.253.400,00;0;57.967.652,65;Não;Não;Não
BB - 2015001;12444;Distrito Federal;Estados;DF;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programas Asfalto Novo, Calçada Nova e Implantação de Ciclovias. Lei nº 5.394, de 27/08/2014;17944.001313/2014-31;2015000134, 2020003681;29/01/2015;31/03/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 4,75%, Tranche Efetiva 1: 100% Libor + 4,75%;;R$;500.000.000,00;0;644.248.198,24;Não;Não;Não
BB - 2016018;12451;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Sustentação dos Investimentos Públicos - PROSIP. Lei nº 4.264, de 27/11/2015;17944.000658/2016-30;2020003627, 2016001192;30/11/2016;02/03/2021;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 118% CDI Juros + 0%, Tranche Efetiva 1: 118% CDI Juros + 0%;;R$;300.000.000,00;0;178.329.987,26;Não;Não;Não
BB - 2016024;12436;Distrito Federal;Estados;DF;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Infraestrutura Urbana e Social. Lei nº 5.731, de 07/11/2016;17944.001255/2016-16;2020003674, 2017000009;29/12/2016;30/01/2020;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 118% CDI Juros + 0%, Tranche Efetiva 1: 118% CDI Juros + 0%;;R$;600.000.000,00;0;340.443.035,08;Não;Não;Não
BB - 2017003;12661;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Apoio às Despesas de Capital - PRODECAP. Lei nº 4.482, de 30/05/2017;17944.000618/2017-79;2020003628, 2018000301;28/12/2017;31/12/2019;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 118% CDI Juros + 0%, Tranche Efetiva 1: 118% CDI Juros + 0%;;R$;300.000.000,00;0;198.273.490,48;Não;Não;Não
BB - 2017013;12616;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Infra-Estrutura - PROINFRA. Lei nº 13.598, de 14/12/2016;17944.001273/2016-90;2020003668, 2017000423;18/08/2017;31/12/2018;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 118% CDI Juros + 0%, Tranche Efetiva 1: 118% CDI Juros + 0%;;R$;600.000.000,00;0;313.712.522,71;Não;Não;Não
BB - 2017024;12617;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Amortização da Dívida Pública Estadual no Biênio 2017 a 2018. Lei nº 16.284, de 07/07/2017;17944.000604/2017-55;2020003701, 2017000820;23/11/2017;31/12/2018;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%, Tranche Efetiva 1: 120% CDI Juros + 0%;;R$;1.150.000.000,00;0;831.867.333,52;Não;Não;Não
BB - 2017026;12618;Maranhão;Estados;MA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa Maranhão mais Justo e Competitivo II. Lei nº 10.546, de 23/12/2016;17944.000313/2017-67;2020003713, 2017000889;12/12/2017;31/12/2018;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 118% CDI Juros + 0%, Tranche Efetiva 1: 118% CDI Juros + 0%;;R$;55.692.000,00;0;37.082.653,36;Não;Não;Não
BB - 2018031;12725;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa Conecta Alagoas. Lei nº 7.903, de 21/07/2017;17944.104841/2018-75;2018001303;13/08/2018;09/12/2019;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 118% CDI Juros + 0%, Tranche Efetiva 2: 118% CDI Juros + 0%;;R$;300.000.000,00;0;183.428.571,44;Não;Não;Não
BB - 2018036;12730;Rio Branco;Municípios;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Financiamento de despesas de capital constantes do PPA e da LOA 2018. Lei nº 50, de 23/08/2018;17944.107629/2018-60;2018001604, 2020003709;24/10/2018;10/02/2019;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 118% CDI Juros + 0%, Tranche Efetiva 1: 118% CDI Juros + 0%;;R$;14.500.000,00;0;10.418.818,25;Não;Não;Não
BB - 2018038;12729;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Projeto de Requalificação Urbana e Viária. Lei nº 2.319, de 29/05/2018;17944.106159/2018-17;2018001642;31/10/2018;10/02/2019;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 118% CDI Juros + 0%, Tranche Efetiva 1: 118% CDI Juros + 0%;;R$;100.000.000,00;0;65.476.190,49;Não;Não;Não
BB - 2018052;12761;Teresina;Municípios;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando e Amortizando;Financiamento de despesas de capital constantes do PPA e da LOA. Lei nº 5.304, de 16/11/2018;17944.110022/2018-67;2020003618, 2019000081;28/12/2018;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%, Tranche Efetiva 1: 120% CDI Juros + 0%;;R$;120.000.000,00;54.600.000,00;53.989.209,72;Não;Não;Não
BB - 2019060;12766;Serra;Municípios;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Financiamento de despesas de capital constantes do PPA e da LOA. Lei nº 4.880, de 08/08/2018;17944.110103/2018-67;2019000296, 2020003378;13/02/2019;31/12/2020;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 118% CDI Juros + 0%, Tranche Efetiva 1: 118% CDI Juros + 0%;;R$;130.000.000,00;0;100.690.679,92;Não;Não;Não
BB - 2019075;12801;Belo Horizonte;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Despesas de capital constantes do PPA e da LOA. Lei nº 11.147, de 07/01/2019;17944.101042/2019-28;2019000700, 2020003379;14/05/2019;08/10/2020;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 118% CDI Juros + 0%, Tranche Efetiva 1: 118% CDI Juros + 0%;;R$;180.000.000,00;0;144.565.724,12;Não;Não;Não
BB - 2019098;12868;Joinville;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando e Amortizando;Financiamento de despesas de capital constantes do PPA e da LOA . Lei nº 8.702, de 06/06/2019;17944.102082/2019-97;2019001527;09/08/2019;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%, Tranche Efetiva 1: 120% CDI Juros + 0%;;R$;100.000.000,00;60.764.393,54;33.180.355,56;Não;Não;Não
BB - 2019114;12898;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Projeto de Requalificação Urbana e Viária. Requalifica Manaus 2. Lei nº 2.457, de 13/06/2019;17944.103187/2019-63;2019001954;01/10/2019;31/12/2020;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%, Tranche Efetiva 1: 120% CDI Juros + 0%;;R$;250.000.000,00;0;208.333.333,35;Não;Não;Não
BB - 2019132;12897;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Apoio às Despesas de Capital - PRODECAP 2019. Lei nº 4.850, de 03/06/2019;17944.102647/2019-36;2019001780, 2020003696;16/09/2019;20/01/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%, Tranche Efetiva 1: 120% CDI Juros + 0%;;R$;400.000.000,00;0;321.710.526,32;Não;Não;Não
BB - 20200158;13116;Ouro Preto;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Pavimentação e Drenagem Pluvial. Lei nº 1.170, de 22/06/2020;17944.103507/2020-19;2020003122;02/09/2020;08/02/2021;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 122% CDI Juros + 0%, Tranche Efetiva 1: 122% CDI Juros + 0%;;R$;45.000.000,00;0;42.083.333,31;Não;Não;Não
BB - 2020054;13123;Cascavel;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Construção e Reforma de Unidades Escolares, Móveis, Equipamentos e Veículos. Lei nº 7.083, de 18/12/2019;17944.102003/2020-81;2020002082;27/07/2020;08/02/2021;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%, Tranche Efetiva 1: 120% CDI Juros + 0%;;R$;28.000.000,00;0;25.666.666,66;Não;Não;Não
BB - 2020074;13105;Paranaguá;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando e Amortizando;Programa BB Financiamento Setor Público. Obras Diversas conforme a Lei nº 3.879, de 20/02/2020, e alterações;17944.101794/2020-22;2020002093;27/07/2020;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%, Tranche Efetiva 1: 120% CDI Juros + 0%;;R$;80.000.000,00;50.000.000,00;27.619.937,69;Não;Não;Não
BB - 2020141;13078;Palmas;Municípios;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Ampliação da Infraestrutura Urbana - PROINFRA. Lei nº 415, de 17/10/2019;17944.101646/2020-16;2020002632;14/08/2020;02/12/2021;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%, Tranche Efetiva 1: 120% CDI Juros + 0%;;R$;50.000.000,00;0;46.448.267,66;Não;Não;Não
BB - 2020156;12966;Criciúma;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Projeto de implantação de sistema de iluminação pública em LED. Lei Municipal nº 7491/2019.;17944.104437/2019-82;2110090;11/03/2020;10/06/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%;;R$;15.000.000,00;15.000.000,00;0;Não;Não;Não
BB - 2020158;12982;Criciúma;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando e Amortizando;Projeto de Pavimentação de Vias Públicas. Lei nº 7.492, de 25/07/2019;17944.104435/2019-93;2020000650;11/03/2020;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%, Tranche Efetiva 1: 120% CDI Juros + 0%;;R$;30.000.000,00;378.490,08;26.599.730,67;Não;Não;Não
BB - 2020168;12986;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando e Amortizando;Despesas de capital constantes do PPA, da LOA de 2020 e dos anos subsequentes. Programa Conecta Alagoas. Lei nº 8.183, de 29/10/2019;17944.100613/2020-41;2020000973;07/04/2020;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 120% CDI Juros + 0%, Tranche Efetiva 1: 120% CDI Juros + 0%;;R$;300.000.000,00;90.000.000,00;177.122.807,01;Não;Não;Não
